        U_ele_1         U_ele_2        band_gap       delta_gap      delta_band       delta_mag                                  mag_moment        obj_func           d_obj
         4.1986          0.0000          1.2585          1.2585          0.8998          0.0113     [0.000,0.000,2.758,-0.000,-0.000,0.200]         -0.4049          0.2041
         8.3739          0.0000          2.4510          2.4510          0.7034          0.0799     [-0.000,-0.000,2.893,0.000,0.000,0.100]         -0.2506          0.1543
         9.4124          0.0000          2.6280          2.6280          0.8384          0.0964     [0.000,0.000,2.927,-0.000,-0.000,0.078]         -0.3561          0.1055
         0.4170          0.0000          0.0000          0.0000          1.3094          0.0640     [-0.000,-0.000,2.618,0.000,0.000,0.320]         -0.8594          0.5033
         8.6372          0.0000          2.4962          2.4962          0.7328          0.0843       [0.000,0.000,2.902,0.000,0.000,0.094]         -0.2720          0.5873
        -1.5757          0.0000          0.0000          0.0000          1.9584          0.3111     [0.000,0.000,1.975,-0.000,-0.000,0.211]         -1.9660          1.6939
         6.0868          0.0000          2.0691          2.0691          0.6268          0.0433     [-0.000,-0.000,2.820,0.000,0.000,0.152]         -0.1974          1.7686
         9.6809          0.0000          2.6714          2.6714          0.8854          0.1004     [0.000,0.000,2.935,-0.000,-0.000,0.072]         -0.3970          0.1996
         6.7219          0.0000          2.1795          2.1795          0.5985          0.0533     [-0.000,-0.000,2.841,0.000,0.000,0.139]         -0.1805          0.2165
         4.4702          0.0000          1.4259          1.4259          0.8399          0.0160     [0.000,0.000,2.768,-0.000,-0.000,0.194]         -0.3529          0.1724
         8.1267          0.0000          2.4111          2.4111          0.6733          0.0761       [0.000,0.000,2.886,0.000,0.000,0.106]         -0.2296          0.1233
         4.7561          0.0000          1.5578          1.5578          0.8186          0.0193     [-0.000,-0.000,2.771,0.000,0.000,0.185]         -0.3353          0.1057
         7.8949          0.0000          2.3725          2.3725          0.6432          0.0723     [-0.000,-0.000,2.878,0.000,0.000,0.111]         -0.2094          0.1258
         8.8790          0.0000          2.5352          2.5352          0.7632          0.0881   [-0.000,-0.000,2.910,-0.000,-0.000,0.089]         -0.2951          0.0857
         6.5008          0.0000          2.1386          2.1386          0.5781          0.0501   [-0.000,-0.000,2.834,-0.000,-0.000,0.143]         -0.1683          0.1268
         4.0586          0.0000          1.1774          1.1774          0.8908          0.0090       [0.000,0.000,2.754,0.000,0.000,0.204]         -0.3968          0.2284
         9.9428          0.0000          2.7160          2.7160          0.9285          0.1046   [-0.000,-0.000,2.944,-0.000,-0.000,0.067]         -0.4365          0.0398
         8.5050          0.0000          2.4747          2.4747          0.7150          0.0822   [-0.000,-0.000,2.898,-0.000,-0.000,0.097]         -0.2590          0.1775
         9.2733          0.0000          2.6012          2.6012          0.8161          0.0943     [-0.000,-0.000,2.923,0.000,0.000,0.081]         -0.3374          0.0784
         0.0872          0.0000          0.0000          0.0000          1.3699          0.0736   [-0.000,-0.000,2.589,-0.000,-0.000,0.321]         -0.9410          0.6036
         4.3354          0.0000          1.3406          1.3406          0.8753          0.0136     [0.000,0.000,2.763,-0.000,-0.000,0.197]         -0.3832          0.5578
         6.8426          0.0000          2.1979          2.1979          0.5895          0.0556     [-0.000,-0.000,2.845,0.000,0.000,0.135]         -0.1753          0.2079
         8.2492          0.0000          2.4337          2.4337          0.6842          0.0784     [-0.000,-0.000,2.890,0.000,0.000,0.102]         -0.2371          0.0618
         9.5491          0.0000          2.6483          2.6483          0.8610          0.0990     [-0.000,-0.000,2.932,0.000,0.000,0.074]         -0.3756          0.1384
         5.7453          0.0000          2.0059          2.0059          0.6187          0.0375   [-0.000,-0.000,2.809,-0.000,-0.000,0.161]         -0.1921          0.1835
         8.0118          0.0000          2.3919          2.3919          0.6682          0.0743   [-0.000,-0.000,2.882,-0.000,-0.000,0.108]         -0.2260          0.0339
         8.7587          0.0000          2.5158          2.5158          0.7435          0.0863       [0.000,0.000,2.906,0.000,0.000,0.091]         -0.2802          0.0542
         9.0012          0.0000          2.5553          2.5553          0.7748          0.0901     [0.000,0.000,2.914,-0.000,-0.000,0.086]         -0.3042          0.0240
         6.6080          0.0000          2.1569          2.1569          0.6103          0.0518     [0.000,0.000,2.837,-0.000,-0.000,0.140]         -0.1876          0.1166
         5.4565          0.0000          1.9560          1.9560          0.6863          0.0325   [-0.000,-0.000,2.799,-0.000,-0.000,0.168]         -0.2360          0.0484
         9.8145          0.0000          2.6944          2.6944          0.9067          0.1028     [0.000,0.000,2.940,-0.000,-0.000,0.069]         -0.4164          0.1804
         5.8492          0.0000          2.0290          2.0290          0.6529          0.0390       [0.000,0.000,2.812,0.000,0.000,0.159]         -0.2139          0.2025
         5.5496          0.0000          1.9692          1.9692          0.6821          0.0346       [0.000,0.000,2.803,0.000,0.000,0.165]         -0.2332          0.0193
         7.4143          0.0000          2.2929          2.2929          0.5954          0.0652   [-0.000,-0.000,2.864,-0.000,-0.000,0.121]         -0.1794          0.0538
         5.6436          0.0000          1.9881          1.9881          0.6678          0.0358   [-0.000,-0.000,2.806,-0.000,-0.000,0.164]         -0.2236          0.0442
         5.0676          0.0000          1.8497          1.8497          0.7429          0.0261       [0.000,0.000,2.787,0.000,0.000,0.178]         -0.2763          0.0527
