#Distance(A)    Macroscopic-Average    Planar-Average
 81.2833            -3.39480            -6.08199
 81.3840            -3.39688            -7.25548
 81.4848            -3.39756            -8.14287
 81.5855            -3.39765            -8.67933
 81.6862            -3.39768            -8.83692
 81.7869            -3.39781            -8.60125
 81.8877            -3.39780            -7.99159
 81.9884            -3.39706            -7.04033
 82.0891            -3.39473            -5.81905
 82.1898            -3.38990            -4.41435
 82.2905            -3.38176            -2.96242
 82.3913            -3.36971            -1.57307
 82.4920            -3.35344            -0.42064
 82.5927            -3.33306             0.19149
 82.6934            -3.30912             0.15430
 82.7942            -3.28262            -0.40677
 82.8949            -3.25501            -1.23393
 82.9956            -3.22806            -1.98217
 83.0963            -3.20369            -2.46833
 83.1970            -3.18372            -2.72568
 83.2978            -3.16970            -2.81385
 83.3985            -3.16269            -2.82651
 83.4992            -3.16323            -2.82606
 83.5999            -3.17128            -2.80923
 83.7007            -3.18626            -2.70557
 83.8014            -3.20702            -2.42482
 83.9021            -3.23199            -1.90830
 84.0028            -3.25933            -1.13615
 84.1036            -3.28712            -0.32213
 84.2043            -3.31362             0.18951
 84.3050            -3.33743             0.15567
 84.4057            -3.35759            -0.52979
 84.5064            -3.37361            -1.72511
 84.6072            -3.38545            -3.12700
 84.7079            -3.39342            -4.58084
 84.8086            -3.39817            -5.97095
 84.9093            -3.40054            -7.16592
 85.0101            -3.40143            -8.08167
 85.1108            -3.40166            -8.65049
 85.2115            -3.40181            -8.84243
 85.3122            -3.40207            -8.64104
 85.4130            -3.40222            -8.06339
 85.5137            -3.40170            -7.13999
 85.6144            -3.39968            -5.93942
 85.7151            -3.39524            -4.54635
 85.8158            -3.38756            -3.09335
 85.9166            -3.37600            -1.69472
 86.0173            -3.36024            -0.50944
 86.1180            -3.34035             0.15865
 86.2187            -3.31683             0.17544
 86.3195            -3.29064            -0.34833
 86.4202            -3.26320            -1.16603
 86.5209            -3.23626            -1.93301
 86.6216            -3.21174            -2.44242
 86.7223            -3.19147            -2.71767
 86.8231            -3.17703            -2.81754
 86.9238            -3.16954            -2.83326
 87.0245            -3.16957            -2.83337
 87.1252            -3.17715            -2.81972
 87.2260            -3.19172            -2.72791
 87.3267            -3.21221            -2.46506
 87.4274            -3.23707            -1.97176
 87.5281            -3.26446            -1.21767
 87.6289            -3.29248            -0.39312
 87.7296            -3.31936             0.15662
 87.8303            -3.34366             0.17729
 87.9310            -3.36438            -0.45230
 88.0317            -3.38100            -1.61535
 88.1325            -3.39343            -3.00813
 88.2332            -3.40196            -4.46097
 88.3339            -3.40721            -5.86292
 88.4346            -3.41000            -7.07869
 88.5354            -3.41124            -8.02247
 88.6361            -3.41177            -8.62341
 88.7368            -3.41218            -8.84983
 88.8375            -3.41270            -8.68295
 88.9382            -3.41315            -8.13792
 89.0390            -3.41299            -7.24308
 89.1397            -3.41142            -6.06430
 89.2404            -3.40750            -4.68418
 89.3411            -3.40040            -3.23156
 89.4419            -3.38947            -1.82503
 89.5426            -3.37436            -0.61020
 89.6433            -3.35509             0.11243
 89.7440            -3.33212             0.18347
 89.8448            -3.30638            -0.30146
 89.9455            -3.27924            -1.10747
 90.0462            -3.25245            -1.89172
 90.1469            -3.22790            -2.42529
 90.2476            -3.20745            -2.71888
 90.3484            -3.19272            -2.83149
 90.4491            -3.18485            -2.85066
 90.5498            -3.18448            -2.85147
 90.6505            -3.19169            -2.84016
 90.7513            -3.20597            -2.75935
 90.8520            -3.22629            -2.51357
 90.9527            -3.25114            -2.04295
 91.0534            -3.27871            -1.30797
 91.1542            -3.30708            -0.47560
 91.2549            -3.33447             0.11081
 91.3556            -3.35940             0.18510
 91.4563            -3.38085            -0.38720
 91.5570            -3.39823            -1.51512
 91.6578            -3.41144            -2.89703
 91.7585            -3.42072            -4.34787
 91.8592            -3.42668            -5.75997
 91.9599            -3.43012            -6.99581
 92.0607            -3.43194            -7.96662
 92.1614            -3.43300            -8.59962
 92.2621            -3.43391            -8.86026
 92.3628            -3.43494            -8.72852
 92.4635            -3.43593            -8.21656
 92.5643            -3.43638            -7.35173
 92.6650            -3.43549            -6.19602
 92.7657            -3.43233            -4.83116
 92.8664            -3.42606            -3.38089
 92.9672            -3.41599            -1.96901
 93.0679            -3.40175            -0.72864
 93.1686            -3.38332             0.04543
 93.2693            -3.36113             0.17009
 93.3701            -3.33606            -0.27603
 93.4708            -3.30946            -1.06881
 93.5715            -3.28302            -1.86987
 93.6722            -3.25866            -2.42862
 93.7729            -3.23824            -2.74174
 93.8737            -3.22341            -2.86786
 93.9744            -3.21536            -2.89120
 94.0751            -3.21479            -2.89211
 94.1758            -3.22181            -2.88224
 94.2766            -3.23598            -2.81054
 94.3773            -3.25630            -2.58068
 94.4780            -3.28131            -2.13093
 94.5787            -3.30921            -1.41541
 94.6794            -3.33809            -0.57668
 94.7802            -3.36615             0.04546
 94.8809            -3.39188             0.17386
 94.9816            -3.41421            -0.33919
 95.0823            -3.43254            -1.42749
 95.1831            -3.44670            -2.79572
 95.2838            -3.45692            -4.24196
 95.3845            -3.46378            -5.66177
 95.4852            -3.46807            -6.91573
 95.5860            -3.47069            -7.91248
 95.6867            -3.47250            -8.57700
 95.7874            -3.47414            -8.87242
 95.8881            -3.47591            -8.77703
 95.9888            -3.47769            -8.30054
 96.0896            -3.47898            -7.46875
 96.1903            -3.47900            -6.34041
 96.2910            -3.47680            -4.99581
 96.3917            -3.47150            -3.55393
 96.4925            -3.46235            -2.14253
 96.5932            -3.44890            -0.88482
 96.6939            -3.43099            -0.06591
 96.7946            -3.40888             0.10817
 96.8954            -3.38320            -0.30102
 96.9961            -3.35504            -1.08042
 97.0968            -3.32582            -1.89671
 97.1975            -3.29725            -2.47985
 97.2982            -3.27105            -2.80953
 97.3990            -3.24876            -2.94492
 97.4997            -3.23160            -2.96604
 97.6004            -3.22028            -2.95904
 97.7011            -3.21497            -2.94073
 97.8019            -3.21527            -2.86763
 97.9026            -3.22023            -2.64327
 98.0033            -3.22844            -2.20494
 98.1040            -3.23808            -1.50215
 98.2047            -3.24721            -0.65483
 98.3055            -3.25391             0.00312
 98.4062            -3.25648             0.18239
 98.5069            -3.25353            -0.27705
 98.6076            -3.24402            -1.33370
 98.7084            -3.22728            -2.70055
 98.8091            -3.20292            -4.15798
 98.9098            -3.17086            -5.60145
 99.0105            -3.13121            -6.88976
 99.1113            -3.08421            -7.92675
 99.2120            -3.03022            -8.63450
 99.3127            -2.96958            -8.97171
 99.4134            -2.90258            -8.91285
 99.5141            -2.82935            -8.46179
 99.6149            -2.74984            -7.63775
 99.7156            -2.66380            -6.49076
 99.8163            -2.57084            -5.09123
 99.9170            -2.47058            -3.54511
100.0178            -2.36278            -1.97669
100.1185            -2.24743            -0.53362
100.2192            -2.12489             0.65583
100.3199            -1.99595             1.48723
100.4207            -1.86188             1.95457
100.5214            -1.72436             2.03370
100.6221            -1.58551             1.74608
100.7228            -1.44765             1.23150
100.8235            -1.31324             0.48769
100.9243            -1.18469            -0.40887
101.0250            -1.06424            -1.33095
101.1257            -0.95392            -2.13562
101.2264            -0.85545            -2.70354
101.3272            -0.77021            -2.94645
101.4279            -0.69922            -2.82813
101.5286            -0.64314            -2.35217
101.6293            -0.60227            -1.57658
101.7300            -0.57664            -0.59280
101.8308            -0.56601             0.47018
101.9315            -0.56987             1.49422
102.0322            -0.58747             2.37243
102.1329            -0.61787             3.06222
102.2337            -0.66004             3.55079
102.3344            -0.71294             3.88041
102.4351            -0.77552             4.11180
102.5358            -0.84677             4.20775
102.6366            -0.92567             4.13651
102.7373            -1.01118             3.92269
102.8380            -1.10213             3.51689
102.9387            -1.19717             2.66845
103.0394            -1.29472             1.33327
103.1402            -1.39302            -0.31748
103.2409            -1.49020            -2.00196
103.3416            -1.58441            -3.48265
103.4423            -1.67388            -4.62433
103.5431            -1.75705            -5.43439
103.6438            -1.83256            -5.99272
103.7445            -1.89934            -6.43310
103.8452            -1.95662            -6.94093
103.9459            -2.00393            -7.53991
104.0467            -2.04111            -8.13732
104.1474            -2.06821            -8.55031
104.2481            -2.08554            -8.59685
104.3488            -2.09361            -8.17740
104.4496            -2.09320            -7.32295
104.5503            -2.08539            -6.19545
104.6510            -2.07149            -5.01018
104.7517            -2.05295            -3.90326
104.8525            -2.03131            -2.81572
104.9532            -2.00805            -1.58280
105.0539            -1.98457            -0.30127
105.1546            -1.96204             0.89598
105.2553            -1.94140             1.93021
105.3561            -1.92335             2.74409
105.4568            -1.90847             3.34056
105.5575            -1.89721             3.73781
105.6582            -1.88996             4.02230
105.7590            -1.88698             4.17869
105.8597            -1.88844             4.17124
105.9604            -1.89435             4.00367
106.0611            -1.90454             3.68684
106.1619            -1.91863             2.99817
106.2626            -1.93605             1.80405
106.3633            -1.95605             0.22820
106.4640            -1.97773            -1.47046
106.5647            -2.00011            -3.02442
106.6655            -2.02226            -4.26815
106.7662            -2.04332            -5.16176
106.8669            -2.06249            -5.77951
106.9676            -2.07908            -6.22558
107.0684            -2.09248            -6.69479
107.1691            -2.10217            -7.26655
107.2698            -2.10773            -7.87588
107.3705            -2.10886            -8.36446
107.4712            -2.10535            -8.53680
107.5720            -2.09714            -8.26392
107.6727            -2.08440            -7.53303
107.7734            -2.06754            -6.47098
107.8741            -2.04724            -5.28954
107.9749            -2.02434            -4.16123
108.0756            -1.99981            -3.09532
108.1763            -1.97468            -1.91751
108.2770            -1.94997            -0.63589
108.3778            -1.92661             0.58719
108.4785            -1.90539             1.67715
108.5792            -1.88692             2.55233
108.6799            -1.87170             3.21383
108.7806            -1.86016             3.65902
108.8814            -1.85263             3.97270
108.9821            -1.84938             4.17098
109.0828            -1.85057             4.21547
109.1835            -1.85625             4.08951
109.2843            -1.86627             3.83017
109.3850            -1.88031             3.28167
109.4857            -1.89785             2.23521
109.5864            -1.91817             0.75259
109.6871            -1.94040            -0.94096
109.7879            -1.96359            -2.56014
109.8886            -1.98676            -3.90913
109.9893            -2.00904            -4.90237
110.0900            -2.02960            -5.59516
110.1908            -2.04773            -6.07485
110.2915            -2.06278            -6.51874
110.3922            -2.07420            -7.06228
110.4929            -2.08156            -7.67193
110.5937            -2.08451            -8.21866
110.6944            -2.08282            -8.50379
110.7951            -2.07638            -8.37321
110.8958            -2.06529            -7.77310
110.9965            -2.04988            -6.79100
111.0973            -2.03076            -5.62308
111.1980            -2.00874            -4.46828
111.2987            -1.98476            -3.39733
111.3994            -1.95984            -2.26937
111.5002            -1.93502            -0.99947
111.6009            -1.91126             0.24994
111.7016            -1.88940             1.39029
111.8023            -1.87011             2.33242
111.9031            -1.85393             3.05919
112.0038            -1.84129             3.56453
112.1045            -1.83256             3.90945
112.2052            -1.82804             4.14707
112.3059            -1.82792             4.24155
112.4067            -1.83228             4.16401
112.5074            -1.84105             3.94695
112.6081            -1.85395             3.51643
112.7088            -1.87053             2.62522
112.8096            -1.89011             1.25636
112.9103            -1.91189            -0.40435
113.0110            -1.93491            -2.07159
113.1117            -1.95820            -3.51716
113.2124            -1.98084            -4.61699
113.3132            -2.00201            -5.39159
113.4139            -2.02095            -5.92269
113.5146            -2.03699            -6.35495
113.6153            -2.04956            -6.86636
113.7161            -2.05819            -7.46506
113.8168            -2.06249            -8.05069
113.9175            -2.06222            -8.43448
114.0182            -2.05720            -8.44072
114.1190            -2.04748            -7.97950
114.2197            -2.03331            -7.09570
114.3204            -2.01523            -5.96004
114.4211            -1.99397            -4.78585
114.5218            -1.97046            -3.69464
114.6226            -1.94570            -2.60585
114.7233            -1.92073            -1.36670
114.8240            -1.89654            -0.09629
114.9247            -1.87401             1.08460
115.0255            -1.85386             2.09383
115.1262            -1.83668             2.88416
115.2269            -1.82292             3.45623
115.3276            -1.81296             3.83799
115.4284            -1.80712             4.11072
115.5291            -1.80564             4.25206
115.6298            -1.80864             4.22710
115.7305            -1.81609             4.04718
115.8312            -1.82777             3.70726
115.9320            -1.84328             2.97130
116.0327            -1.86203             1.73311
116.1334            -1.88322             0.13295
116.2341            -1.90596            -1.56183
116.3349            -1.92925            -3.09190
116.4356            -1.95217            -4.30128
116.5363            -1.97386            -5.16495
116.6370            -1.99353            -5.76035
116.7377            -2.01051            -6.19965
116.8385            -2.02417            -6.67826
116.9392            -2.03402            -7.25738
117.0399            -2.03966            -7.86355
117.1406            -2.04078            -8.32977
117.2414            -2.03719            -8.46410
117.3421            -2.02886            -8.14605
117.4428            -2.01599            -7.37658
117.5435            -1.99901            -6.29377
117.6443            -1.97861            -5.11197
117.7450            -1.95568            -3.99297
117.8457            -1.93118            -2.92506
117.9464            -1.90616            -1.73153
118.0471            -1.88163            -0.45040
118.1479            -1.85851             0.76332
118.2486            -1.83757             1.83513
118.3493            -1.81944             2.68962
118.4500            -1.80460             3.32992
118.5508            -1.79345             3.75820
118.6515            -1.78634             4.06236
118.7522            -1.78353             4.24755
118.8529            -1.78517             4.27572
118.9536            -1.79129             4.13592
119.0544            -1.80172             3.86061
119.1551            -1.81613             3.27011
119.2558            -1.83398             2.17617
119.3565            -1.85453             0.66194
119.4573            -1.87690            -1.03610
119.5580            -1.90013            -2.63641
119.6587            -1.92326            -3.95301
119.7594            -1.94541            -4.91397
119.8602            -1.96577            -5.58239
119.9609            -1.98363            -6.04933
120.0616            -1.99836            -6.49997
120.1623            -2.00941            -7.05286
120.2630            -2.01636            -7.66377
120.3638            -2.01888            -8.19426
120.4645            -2.01673            -8.44538
120.5652            -2.00983            -8.27049
120.6659            -1.99830            -7.62826
120.7667            -1.98250            -6.61896
120.8674            -1.96306            -5.44492
120.9681            -1.94080            -4.29794
121.0688            -1.91668            -3.23056
121.1696            -1.89171            -2.08758
121.2703            -1.86694            -0.81194
121.3710            -1.84332             0.42964
121.4717            -1.82166             1.55525
121.5724            -1.80263             2.47616
121.6732            -1.78676             3.18268
121.7739            -1.77448             3.66819
121.8746            -1.76613             4.00294
121.9753            -1.76201             4.22864
122.0761            -1.76231             4.30774
122.1768            -1.76709             4.21440
122.2775            -1.77627             3.98508
122.3782            -1.78954             3.52032
122.4789            -1.80642             2.57991
122.5797            -1.82626             1.17331
122.6804            -1.84819            -0.50075
122.7811            -1.87128            -2.15491
122.8818            -1.89455            -3.57130
122.9826            -1.91709            -4.63708
123.0833            -1.93808            -5.38524
123.1840            -1.95678            -5.89857
123.2847            -1.97253            -6.33268
123.3855            -1.98475            -6.85448
123.4862            -1.99299            -7.45768
123.5869            -1.99688            -8.03317
123.6876            -1.99617            -8.38761
123.7883            -1.99072            -8.35167
123.8891            -1.98057            -7.84615
123.9898            -1.96601            -6.92961
124.0905            -1.94760            -5.78164
124.1912            -1.92611            -4.61248
124.2920            -1.90245            -3.52881
124.3927            -1.87764            -2.42943
124.4934            -1.85272            -1.17867
124.5941            -1.82866             0.08595
124.6948            -1.80635             1.25509
124.7956            -1.78648             2.24346
124.8963            -1.76962             3.01387
124.9970            -1.75622             3.56456
125.0977            -1.74666             3.93384
125.1985            -1.74125             4.19597
125.2992            -1.74021             4.32291
125.3999            -1.74365             4.28117
125.5006            -1.75153             4.08954
125.6014            -1.76361             3.72411
125.7021            -1.77948             2.93991
125.8028            -1.79852             1.65899
125.9035            -1.81992             0.03691
126.0042            -1.84277            -1.65169
126.1050            -1.86609            -3.15664
126.2057            -1.88895            -4.33161
126.3064            -1.91050            -5.16643
126.4071            -1.92997            -5.74055
126.5079            -1.94668            -6.17544
126.6086            -1.96002            -6.66419
126.7093            -1.96951            -7.25027
126.8100            -1.97475            -7.85188
126.9108            -1.97546            -8.29408
127.0115            -1.97144            -8.38930
127.1122            -1.96270            -8.02606
127.2129            -1.94943            -7.21915
127.3136            -1.93212            -6.11748
127.4144            -1.91147            -4.93662
127.5151            -1.88836            -3.82671
127.6158            -1.86380            -2.75450
127.7165            -1.83880            -1.54556
127.8173            -1.81439            -0.26637
127.9180            -1.79147             0.93768
128.0187            -1.77080             1.99055
128.1194            -1.75298             2.82467
128.2201            -1.73850             3.44358
128.3209            -1.72774             3.85606
128.4216            -1.72106             4.15058
128.5223            -1.71868             4.32231
128.6230            -1.72077             4.33387
128.7238            -1.72733             4.18084
128.8245            -1.73818             3.88762
128.9252            -1.75297             3.25309
129.0259            -1.77112             2.11252
129.1267            -1.79191             0.56876
129.2274            -1.81443            -1.13113
129.3281            -1.83771            -2.71102
129.4288            -1.86080            -3.99455
129.5295            -1.88283            -4.92404
129.6303            -1.90300            -5.56880
129.7310            -1.92061            -6.02487
129.8317            -1.93503            -6.48345
129.9324            -1.94573            -7.04519
130.0332            -1.95228            -7.65616
130.1339            -1.95438            -8.16850
130.2346            -1.95180            -8.38431
130.3353            -1.94447            -8.16467
130.4361            -1.93253            -7.48130
130.5368            -1.91637            -6.44672
130.6375            -1.89664            -5.26844
130.7382            -1.87417            -4.12987
130.8389            -1.84994            -3.06444
130.9397            -1.82496            -1.90576
131.0404            -1.80027            -0.62640
131.1411            -1.77681             0.60690
131.2418            -1.75539             1.71666
131.3426            -1.73665             2.61648
131.4433            -1.72112             3.30244
131.5440            -1.70920             3.76894
131.6447            -1.70125             4.09385
131.7454            -1.69755             4.30724
131.8462            -1.69828             4.37062
131.9469            -1.70350             4.26201
132.0476            -1.71308             4.01958
132.1483            -1.72673             3.51795
132.2491            -1.74393             2.52858
132.3498            -1.76401             1.08607
132.4505            -1.78610            -0.59861
132.5512            -1.80925            -2.23776
132.6520            -1.83249            -3.62389
132.7527            -1.85493            -4.65604
132.8534            -1.87574            -5.37849
132.9541            -1.89418            -5.87542
133.0548            -1.90962            -6.31315
133.1556            -1.92149            -6.84507
133.2563            -1.92933            -7.45188
133.3570            -1.93279            -8.01528
133.4577            -1.93164            -8.33886
133.5585            -1.92573            -8.25990
133.6592            -1.91515            -7.71066
133.7599            -1.90020            -6.76298
133.8606            -1.88146            -5.60474
133.9613            -1.85972            -4.44158
134.0621            -1.83591            -3.36450
134.1628            -1.81104            -2.25278
134.2635            -1.78615            -0.99217
134.3642            -1.76223             0.26593
134.4650            -1.74011             1.42241
134.5657            -1.72050             2.38972
134.6664            -1.70395             3.14017
134.7671            -1.69089             3.66984
134.8679            -1.68171             4.02749
134.9686            -1.67670             4.27870
135.0693            -1.67608             4.39089
135.1700            -1.67994             4.33262
135.2707            -1.68823             4.12938
135.3715            -1.70069             3.73580
135.4722            -1.71688             2.90269
135.5729            -1.73617             1.58058
135.6736            -1.75774            -0.06085
135.7744            -1.78067            -1.74089
135.8751            -1.80399            -3.21944
135.9758            -1.82675            -4.35985
136.0765            -1.84812            -5.16666
136.1773            -1.86735            -5.72037
136.2780            -1.88376            -6.15294
136.3787            -1.89675            -6.65198
136.4794            -1.90584            -7.24435
136.5801            -1.91065            -7.83963
136.6809            -1.91091            -8.25610
136.7816            -1.90643            -8.31107
136.8823            -1.89724            -7.90281
136.9830            -1.88355            -7.05974
137.0838            -1.86588            -5.94132
137.1845            -1.84494            -4.76270
137.2852            -1.82165            -3.66169
137.3859            -1.79698            -2.58300
137.4866            -1.77199            -1.35955
137.5874            -1.74767            -0.08359
137.6881            -1.72493             1.11019
137.7888            -1.70449             2.14349
137.8895            -1.68696             2.95740
137.9903            -1.67280             3.55492
138.0910            -1.66241             3.95265
138.1917            -1.65610             4.23743
138.2924            -1.65414             4.39536
138.3932            -1.65664             4.39029
138.4939            -1.66360             4.22458
138.5946            -1.67483             3.91143
138.6953            -1.68994             3.23115
138.7960            -1.70837             2.04516
138.8968            -1.72934             0.47408
138.9975            -1.75196            -1.22491
139.0982            -1.77525            -2.78289
139.1989            -1.79826            -4.03262
139.2997            -1.82013            -4.93150
139.4004            -1.84007            -5.55315
139.5011            -1.85738            -6.00038
139.6018            -1.87144            -6.46768
139.7025            -1.88175            -7.03781
139.8033            -1.88787            -7.64739
139.9040            -1.88951            -8.13976
140.0047            -1.88645            -8.31888
140.1054            -1.87865            -8.05430
140.2062            -1.86627            -7.33072
140.3069            -1.84971            -6.27290
140.4076            -1.82966            -5.09198
140.5083            -1.80695            -3.96230
140.6091            -1.78257            -2.89682
140.7098            -1.75755            -1.72215
140.8105            -1.73291            -0.44083
140.9112            -1.70958             0.78373
141.0119            -1.68836             1.87678
141.1127            -1.66987             2.75567
141.2134            -1.65463             3.42097
141.3141            -1.64304             3.86934
141.4148            -1.63544             4.18481
141.5156            -1.63212             4.38547
141.6163            -1.63325             4.43298
141.7170            -1.63885             4.30966
141.8177            -1.64880             4.05316
141.9185            -1.66276             3.51210
142.0192            -1.68024             2.47446
142.1199            -1.70051             0.99786
142.2206            -1.72270            -0.69448
142.3213            -1.74586            -2.31686
142.4221            -1.76903            -3.67155
142.5228            -1.79130            -4.67070
142.6235            -1.81187            -5.36792
142.7242            -1.83002            -5.85014
142.8250            -1.84510            -6.29291
142.9257            -1.85656            -6.83477
143.0264            -1.86396            -7.44407
143.1271            -1.86696            -7.99362
143.2278            -1.86531            -8.28477
143.3286            -1.85892            -8.16224
143.4293            -1.84786            -7.56982
143.5300            -1.83249            -6.59285
143.6307            -1.81339            -5.42612
143.7315            -1.79138            -4.26992
143.8322            -1.76738            -3.19796
143.9329            -1.74243            -2.07251
144.0336            -1.71756            -0.80363
144.1344            -1.69374             0.44728
144.2351            -1.67179             1.59042
144.3358            -1.65242             2.53649
144.4365            -1.63614             3.26708
144.5372            -1.62340             3.77610
144.6380            -1.61457             4.12300
144.7387            -1.60994             4.36267
144.8394            -1.60971             4.45993
144.9401            -1.61397             4.38519
145.0409            -1.62264             4.17028
145.1416            -1.63545             3.74557
145.2423            -1.65194             2.86333
145.3430            -1.67147             1.50143
145.4438            -1.69320            -0.15646
145.5445            -1.71619            -1.82586
145.6452            -1.73948            -3.27644
145.7459            -1.76213            -4.38248
145.8466            -1.78332            -5.16182
145.9474            -1.80230            -5.69634
146.0481            -1.81840            -6.12845
146.1488            -1.83103            -6.63815
146.2495            -1.83973            -7.23605
146.3503            -1.84411            -7.82363
146.4510            -1.84391            -8.21272
146.5517            -1.83898            -8.22680
146.6524            -1.82933            -7.77370
146.7531            -1.81523            -6.89610
146.8539            -1.79720            -5.76265
146.9546            -1.77597            -4.58746
147.0553            -1.75245            -3.49428
147.1560            -1.72765            -2.40680
147.2568            -1.70258            -1.16930
147.3575            -1.67825             0.10244
147.4582            -1.65552             1.28583
147.5589            -1.63511             2.29884
147.6597            -1.61759             3.09277
147.7604            -1.60340             3.66824
147.8611            -1.59290             4.05180
147.9618            -1.58641             4.32542
148.0625            -1.58412             4.46841
148.1633            -1.58613             4.44531
148.2640            -1.59237             4.26664
148.3647            -1.60259             3.93012
148.4654            -1.61633             3.20244
148.5662            -1.63292             1.97196
148.6669            -1.65150             0.37657
148.7676            -1.67106            -1.31835
148.8683            -1.69049            -2.85151
148.9690            -1.70872            -4.06584
149.0698            -1.72469            -4.93332
149.1705            -1.73743            -5.53163
149.2712            -1.74594            -5.97103
149.3719            -1.74931            -6.44763
149.4727            -1.74664            -7.02533
149.5734            -1.73712            -7.63254
149.6741            -1.72004            -8.10295
149.7748            -1.69480            -8.24406
149.8756            -1.66103            -7.93282
149.9763            -1.61865            -7.16787
150.0770            -1.56799            -6.08447
150.1777            -1.50973            -4.89709
150.2784            -1.44494            -3.76905
150.3792            -1.37498            -2.69328
150.4799            -1.30151            -1.49282
150.5806            -1.22640            -0.20109
150.6813            -1.15166             1.02602
150.7821            -1.07932             2.11372
150.8828            -1.01141             2.98647
150.9835            -0.94993             3.64729
151.0842            -0.89679             4.09897
151.1850            -0.85379             4.42970
151.2857            -0.82256             4.64863
151.3864            -0.80447             4.71880
151.4871            -0.80052             4.63062
151.5878            -0.81139             4.41929
151.6886            -0.83746             3.91206
151.7893            -0.87885             2.91895
151.8900            -0.93555             1.52242
151.9907            -1.00740            -0.03975
152.0915            -1.09426            -1.48159
152.1922            -1.19594            -2.60957
152.2929            -1.31227            -3.34427
152.3936            -1.44300            -3.73823
152.4943            -1.58770            -3.90565
152.5951            -1.74574            -3.97170
152.6958            -1.91628            -3.97989
152.7965            -2.09823            -3.88903
152.8972            -2.29027            -3.58220
152.9980            -2.49074            -2.96606
153.0987            -2.69769            -2.01274
153.1994            -2.90893            -0.83563
153.3001            -3.12212             0.34853
153.4009            -3.33488             1.22828
153.5016            -3.54487             1.57254
153.6023            -3.74986             1.29360
153.7030            -3.94782             0.66323
153.8037            -4.13705            -0.21821
153.9045            -4.31622            -1.63130
154.0052            -4.48449            -3.57530
154.1059            -4.64148            -6.01672
154.2066            -4.78722            -8.72967
154.3074            -4.92202           -11.42184
154.4081            -5.04635           -13.73743
154.5088            -5.16068           -15.37907
154.6095            -5.26543           -16.12492
154.7102            -5.36090           -15.88856
154.8110            -5.44731           -14.68885
154.9117            -5.52481           -12.68319
155.0124            -5.59358           -10.12120
155.1131            -5.65389            -7.34761
155.2139            -5.70600            -4.69226
155.3146            -5.75016            -2.44409
155.4153            -5.78666            -0.74024
155.5160            -5.81587             0.40037
155.6168            -5.83821             1.07315
155.7175            -5.85427             1.49856
155.8182            -5.86470             1.62761
155.9189            -5.87030             1.42439
156.0196            -5.87192             0.94067
156.1204            -5.87048             0.20298
156.2211            -5.86691            -1.02218
156.3218            -5.86208            -2.79410
156.4225            -5.85678            -5.09238
156.5233            -5.85158            -7.74800
156.6240            -5.84686           -10.47052
156.7247            -5.84279           -12.92058
156.8254            -5.83934           -14.77026
156.9262            -5.83641           -15.78110
157.0269            -5.83390           -15.82270
157.1276            -5.83172           -14.89206
157.2283            -5.82979           -13.10352
157.3290            -5.82815           -10.69160
157.4298            -5.82683            -7.97343
157.5305            -5.82585            -5.29705
157.6312            -5.82519            -2.95356
157.7319            -5.82476            -1.13466
157.8327            -5.82444             0.13814
157.9334            -5.82411             0.90235
158.0341            -5.82364             1.39699
158.1348            -5.82295             1.61794
158.2355            -5.82197             1.50703
158.3363            -5.82071             1.09233
158.4370            -5.81919             0.43892
158.5377            -5.81750            -0.65497
158.6384            -5.81574            -2.30680
158.7392            -5.81402            -4.49616
158.8399            -5.81242            -7.10498
158.9406            -5.81100            -9.84756
159.0413            -5.80975           -12.40099
159.1421            -5.80865           -14.41514
159.2428            -5.80768           -15.63665
159.3435            -5.80684           -15.89936
159.4442            -5.80615           -15.18049
159.5449            -5.80560           -13.55929
159.6457            -5.80523           -11.25520
159.7464            -5.80508            -8.56165
159.8471            -5.80517            -5.83965
159.9478            -5.80546            -3.38596
160.0486            -5.80590            -1.43792
160.1493            -5.80635            -0.03279
160.2500            -5.80670             0.82925
160.3507            -5.80683             1.37245
160.4515            -5.80664             1.65951
160.5522            -5.80609             1.61474
160.6529            -5.80517             1.24848
160.7536            -5.80393             0.64160
160.8543            -5.80246            -0.34669
160.9551            -5.80087            -1.89289
161.0558            -5.79928            -3.97731
161.1565            -5.79779            -6.52815
161.2572            -5.79645            -9.27363
161.3580            -5.79529           -11.90704
161.4587            -5.79426           -14.06559
161.5594            -5.79335           -15.48039
161.6601            -5.79252           -15.95534
161.7608            -5.79180           -15.44549
161.8616            -5.79117           -13.99951
161.9623            -5.79064           -11.81699
162.0630            -5.79026            -9.16944
162.1637            -5.79006            -6.42061
162.2645            -5.79003            -3.87596
162.3652            -5.79011            -1.80472
162.4659            -5.79022            -0.27408
162.5666            -5.79024             0.69772
162.6674            -5.79007             1.29358
162.7681            -5.78963             1.64769
162.8688            -5.78889             1.67944
162.9695            -5.78785             1.38104
163.0702            -5.78656             0.82986
163.1710            -5.78510            -0.04421
163.2717            -5.78359            -1.46218
163.3724            -5.78214            -3.42124
163.4731            -5.78085            -5.88218
163.5739            -5.77979            -8.60408
163.6746            -5.77896           -11.29022
163.7753            -5.77833           -13.57929
163.8760            -5.77786           -15.18087
163.9767            -5.77750           -15.87748
164.0775            -5.77726           -15.59338
164.1782            -5.77712           -14.35313
164.2789            -5.77709           -12.32593
164.3796            -5.77719            -9.76598
