#Distance(A)    Macroscopic-Average    Planar-Average
 81.6862            -3.30961            -8.83692
 81.7869            -3.30968            -8.60125
 81.8877            -3.30977            -7.99159
 81.9884            -3.30990            -7.04033
 82.0891            -3.31008            -5.81905
 82.1898            -3.31032            -4.41435
 82.2905            -3.31058            -2.96242
 82.3913            -3.31080            -1.57307
 82.4920            -3.31093            -0.42064
 82.5927            -3.31092             0.19149
 82.6934            -3.31079             0.15430
 82.7942            -3.31057            -0.40677
 82.8949            -3.31032            -1.23393
 82.9956            -3.31007            -1.98217
 83.0963            -3.30986            -2.46833
 83.1970            -3.30971            -2.72568
 83.2978            -3.30964            -2.81385
 83.3985            -3.30966            -2.82651
 83.4992            -3.30979            -2.82606
 83.5999            -3.31001            -2.80923
 83.7007            -3.31033            -2.70557
 83.8014            -3.31072            -2.42482
 83.9021            -3.31118            -1.90830
 84.0028            -3.31167            -1.13615
 84.1036            -3.31216            -0.32213
 84.2043            -3.31261             0.18951
 84.3050            -3.31297             0.15567
 84.4057            -3.31320            -0.52979
 84.5064            -3.31330            -1.72511
 84.6072            -3.31331            -3.12700
 84.7079            -3.31329            -4.58084
 84.8086            -3.31331            -5.97095
 84.9093            -3.31338            -7.16592
 85.0101            -3.31351            -8.08167
 85.1108            -3.31367            -8.65049
 85.2115            -3.31385            -8.84243
 85.3122            -3.31405            -8.64104
 85.4130            -3.31427            -8.06339
 85.5137            -3.31452            -7.13999
 85.6144            -3.31483            -5.93942
 85.7151            -3.31519            -4.54635
 85.8158            -3.31559            -3.09335
 85.9166            -3.31597            -1.69472
 86.0173            -3.31625            -0.50944
 86.1180            -3.31640             0.15865
 86.2187            -3.31643             0.17544
 86.3195            -3.31637            -0.34833
 86.4202            -3.31627            -1.16603
 86.5209            -3.31619            -1.93301
 86.6216            -3.31613            -2.44242
 86.7223            -3.31615            -2.71767
 86.8231            -3.31624            -2.81754
 86.9238            -3.31643            -2.83326
 87.0245            -3.31673            -2.83337
 87.1252            -3.31713            -2.81972
 87.2260            -3.31762            -2.72791
 87.3267            -3.31820            -2.46506
 87.4274            -3.31885            -1.97176
 87.5281            -3.31953            -1.21767
 87.6289            -3.32022            -0.39312
 87.7296            -3.32089             0.15662
 87.8303            -3.32147             0.17729
 87.9310            -3.32192            -0.45230
 88.0317            -3.32225            -1.61535
 88.1325            -3.32248            -3.00813
 88.2332            -3.32268            -4.46097
 88.3339            -3.32292            -5.86292
 88.4346            -3.32321            -7.07869
 88.5354            -3.32357            -8.02247
 88.6361            -3.32396            -8.62341
 88.7368            -3.32438            -8.84983
 88.8375            -3.32482            -8.68295
 88.9382            -3.32528            -8.13792
 89.0390            -3.32578            -7.24308
 89.1397            -3.32634            -6.06430
 89.2404            -3.32696            -4.68418
 89.3411            -3.32762            -3.23156
 89.4419            -3.32827            -1.82503
 89.5426            -3.32883            -0.61020
 89.6433            -3.32928             0.11243
 89.7440            -3.32960             0.18347
 89.8448            -3.32983            -0.30146
 89.9455            -3.33003            -1.10747
 90.0462            -3.33024            -1.89172
 90.1469            -3.33049            -2.42529
 90.2476            -3.33081            -2.71888
 90.3484            -3.33122            -2.83149
 90.4491            -3.33172            -2.85066
 90.5498            -3.33234            -2.85147
 90.6505            -3.33306            -2.84016
 90.7513            -3.33389            -2.75935
 90.8520            -3.33481            -2.51357
 90.9527            -3.33580            -2.04295
 91.0534            -3.33684            -1.30797
 91.1542            -3.33790            -0.47560
 91.2549            -3.33893             0.11081
 91.3556            -3.33989             0.18510
 91.4563            -3.34074            -0.38720
 91.5570            -3.34146            -1.51512
 91.6578            -3.34209            -2.89703
 91.7585            -3.34269            -4.34787
 91.8592            -3.34332            -5.75997
 91.9599            -3.34402            -6.99581
 92.0607            -3.34478            -7.96662
 92.1614            -3.34560            -8.59962
 92.2621            -3.34645            -8.86026
 92.3628            -3.34732            -8.72852
 92.4635            -3.34822            -8.21656
 92.5643            -3.34917            -7.35173
 92.6650            -3.35018            -6.19602
 92.7657            -3.35127            -4.83116
 92.8664            -3.35241            -3.38089
 92.9672            -3.35354            -1.96901
 93.0679            -3.35461            -0.72864
 93.1686            -3.35556             0.04543
 93.2693            -3.35639             0.17009
 93.3701            -3.35714            -0.27603
 93.4708            -3.35785            -1.06881
 93.5715            -3.35856            -1.86987
 93.6722            -3.35931            -2.42862
 93.7729            -3.36013            -2.74174
 93.8737            -3.36103            -2.86786
 93.9744            -3.36204            -2.89120
 94.0751            -3.36315            -2.89211
 94.1758            -3.36438            -2.88224
 94.2766            -3.36572            -2.81054
 94.3773            -3.36715            -2.58068
 94.4780            -3.36867            -2.13093
 94.5787            -3.37025            -1.41541
 94.6794            -3.37187            -0.57668
 94.7802            -3.37348             0.04546
 94.8809            -3.37503             0.17386
 94.9816            -3.37649            -0.33919
 95.0823            -3.37781            -1.42749
 95.1831            -3.37904            -2.79572
 95.2838            -3.38020            -4.24196
 95.3845            -3.38135            -5.66177
 95.4852            -3.38246            -6.91573
 95.5860            -3.38348            -7.91248
 95.6867            -3.38431            -8.57700
 95.7874            -3.38482            -8.87242
 95.8881            -3.38490            -8.77703
 95.9888            -3.38446            -8.30054
 96.0896            -3.38343            -7.46875
 96.1903            -3.38180            -6.34041
 96.2910            -3.37954            -4.99581
 96.3917            -3.37663            -3.55393
 96.4925            -3.37302            -2.14253
 96.5932            -3.36866            -0.88482
 96.6939            -3.36348            -0.06591
 96.7946            -3.35750             0.10817
 96.8954            -3.35073            -0.30102
 96.9961            -3.34322            -1.08042
 97.0968            -3.33496            -1.89671
 97.1975            -3.32592            -2.47985
 97.2982            -3.31601            -2.80953
 97.3990            -3.30508            -2.94492
 97.4997            -3.29290            -2.96604
 97.6004            -3.27922            -2.95904
 97.7011            -3.26374            -2.94073
 97.8019            -3.24609            -2.86763
 97.9026            -3.22593            -2.64327
 98.0033            -3.20288            -2.20494
 98.1040            -3.17660            -1.50215
 98.2047            -3.14677            -0.65483
 98.3055            -3.11316             0.00312
 98.4062            -3.07562             0.18239
 98.5069            -3.03408            -0.27705
 98.6076            -2.98856            -1.33370
 98.7084            -2.93927            -2.70055
 98.8091            -2.88650            -4.15798
 98.9098            -2.83069            -5.60145
 99.0105            -2.77232            -6.88976
 99.1113            -2.71191            -7.92675
 99.2120            -2.64995            -8.63450
 99.3127            -2.58688            -8.97171
 99.4134            -2.52308            -8.91285
 99.5141            -2.45883            -8.46179
 99.6149            -2.39435            -7.63775
 99.7156            -2.32977            -6.49076
 99.8163            -2.26514            -5.09123
 99.9170            -2.20046            -3.54511
100.0178            -2.13567            -1.97669
100.1185            -2.07068            -0.53362
100.2192            -2.00539             0.65583
100.3199            -1.93977             1.48723
100.4207            -1.87386             1.95457
100.5214            -1.80788             2.03370
100.6221            -1.74212             1.74608
100.7228            -1.67704             1.23150
100.8235            -1.61317             0.48769
100.9243            -1.55117            -0.40887
101.0250            -1.49174            -1.33095
101.1257            -1.43564            -2.13562
101.2264            -1.38362            -2.70354
101.3272            -1.33643            -2.94645
101.4279            -1.29474            -2.82813
101.5286            -1.25910            -2.35217
101.6293            -1.22988            -1.57658
101.7300            -1.20727            -0.59280
101.8308            -1.19127             0.47018
101.9315            -1.18169             1.49422
102.0322            -1.17815             2.37243
102.1329            -1.18019             3.06222
102.2337            -1.18723             3.55079
102.3344            -1.19867             3.88041
102.4351            -1.21386             4.11180
102.5358            -1.23218             4.20775
102.6366            -1.25302             4.13651
102.7373            -1.27585             3.92269
102.8380            -1.30023             3.51689
102.9387            -1.32582             2.66845
103.0394            -1.35241             1.33327
103.1402            -1.37987            -0.31748
103.2409            -1.40816            -2.00196
103.3416            -1.43729            -3.48265
103.4423            -1.46726            -4.62433
103.5431            -1.49809            -5.43439
103.6438            -1.52976            -5.99272
103.7445            -1.56219            -6.43310
103.8452            -1.59526            -6.94093
103.9459            -1.62877            -7.53991
104.0467            -1.66248            -8.13732
104.1474            -1.69607            -8.55031
104.2481            -1.72923            -8.59685
104.3488            -1.76159            -8.17740
104.4496            -1.79278            -7.32295
104.5503            -1.82246            -6.19545
104.6510            -1.85027            -5.01018
104.7517            -1.87592            -3.90326
104.8525            -1.89914            -2.81572
104.9532            -1.91979            -1.58280
105.0539            -1.93778            -0.30127
105.1546            -1.95313             0.89598
105.2553            -1.96593             1.93021
105.3561            -1.97634             2.74409
105.4568            -1.98457             3.34056
105.5575            -1.99085             3.73781
105.6582            -1.99541             4.02230
105.7590            -1.99852             4.17869
105.8597            -2.00041             4.17124
105.9604            -2.00134             4.00367
106.0611            -2.00154             3.68684
106.1619            -2.00121             2.99817
106.2626            -2.00053             1.80405
106.3633            -1.99961             0.22820
106.4640            -1.99855            -1.47046
106.5647            -1.99740            -3.02442
106.6655            -1.99618            -4.26815
106.7662            -1.99493            -5.16176
106.8669            -1.99367            -5.77951
106.9676            -1.99242            -6.22558
107.0684            -1.99117            -6.69479
107.1691            -1.98994            -7.26655
107.2698            -1.98873            -7.87588
107.3705            -1.98754            -8.36446
107.4712            -1.98637            -8.53680
107.5720            -1.98524            -8.26392
107.6727            -1.98412            -7.53303
107.7734            -1.98304            -6.47098
107.8741            -1.98199            -5.28954
107.9749            -1.98097            -4.16123
108.0756            -1.97998            -3.09532
108.1763            -1.97901            -1.91751
108.2770            -1.97807            -0.63589
108.3778            -1.97715             0.58719
108.4785            -1.97626             1.67715
108.5792            -1.97538             2.55233
108.6799            -1.97453             3.21383
108.7806            -1.97371             3.65902
108.8814            -1.97291             3.97270
108.9821            -1.97212             4.17098
109.0828            -1.97135             4.21547
109.1835            -1.97059             4.08951
109.2843            -1.96984             3.83017
109.3850            -1.96910             3.28167
109.4857            -1.96837             2.23521
109.5864            -1.96765             0.75259
109.6871            -1.96694            -0.94096
109.7879            -1.96623            -2.56014
109.8886            -1.96552            -3.90913
109.9893            -1.96482            -4.90237
110.0900            -1.96413            -5.59516
110.1908            -1.96343            -6.07485
110.2915            -1.96275            -6.51874
110.3922            -1.96206            -7.06228
110.4929            -1.96138            -7.67193
110.5937            -1.96070            -8.21866
110.6944            -1.96002            -8.50379
110.7951            -1.95935            -8.37321
110.8958            -1.95868            -7.77310
110.9965            -1.95801            -6.79100
111.0973            -1.95734            -5.62308
111.1980            -1.95668            -4.46828
111.2987            -1.95602            -3.39733
111.3994            -1.95537            -2.26937
111.5002            -1.95471            -0.99947
111.6009            -1.95405             0.24994
111.7016            -1.95338             1.39029
111.8023            -1.95272             2.33242
111.9031            -1.95205             3.05919
112.0038            -1.95139             3.56453
112.1045            -1.95072             3.90945
112.2052            -1.95006             4.14707
112.3059            -1.94939             4.24155
112.4067            -1.94872             4.16401
112.5074            -1.94804             3.94695
112.6081            -1.94737             3.51643
112.7088            -1.94668             2.62522
112.8096            -1.94600             1.25636
112.9103            -1.94532            -0.40435
113.0110            -1.94464            -2.07159
113.1117            -1.94396            -3.51716
113.2124            -1.94327            -4.61699
113.3132            -1.94259            -5.39159
113.4139            -1.94190            -5.92269
113.5146            -1.94122            -6.35495
113.6153            -1.94054            -6.86636
113.7161            -1.93987            -7.46506
113.8168            -1.93919            -8.05069
113.9175            -1.93851            -8.43448
114.0182            -1.93784            -8.44072
114.1190            -1.93716            -7.97950
114.2197            -1.93649            -7.09570
114.3204            -1.93582            -5.96004
114.4211            -1.93515            -4.78585
114.5218            -1.93449            -3.69464
114.6226            -1.93383            -2.60585
114.7233            -1.93316            -1.36670
114.8240            -1.93249            -0.09629
114.9247            -1.93182             1.08460
115.0255            -1.93115             2.09383
115.1262            -1.93047             2.88416
115.2269            -1.92980             3.45623
115.3276            -1.92912             3.83799
115.4284            -1.92845             4.11072
115.5291            -1.92777             4.25206
115.6298            -1.92709             4.22710
115.7305            -1.92640             4.04718
115.8312            -1.92571             3.70726
115.9320            -1.92502             2.97130
116.0327            -1.92432             1.73311
116.1334            -1.92363             0.13295
116.2341            -1.92294            -1.56183
116.3349            -1.92224            -3.09190
116.4356            -1.92155            -4.30128
116.5363            -1.92085            -5.16495
116.6370            -1.92016            -5.76035
116.7377            -1.91947            -6.19965
116.8385            -1.91878            -6.67826
116.9392            -1.91809            -7.25738
117.0399            -1.91741            -7.86355
117.1406            -1.91672            -8.32977
117.2414            -1.91604            -8.46410
117.3421            -1.91535            -8.14605
117.4428            -1.91467            -7.37658
117.5435            -1.91400            -6.29377
117.6443            -1.91332            -5.11197
117.7450            -1.91265            -3.99297
117.8457            -1.91199            -2.92506
117.9464            -1.91132            -1.73153
118.0471            -1.91065            -0.45040
118.1479            -1.90997             0.76332
118.2486            -1.90929             1.83513
118.3493            -1.90862             2.68962
118.4500            -1.90794             3.32992
118.5508            -1.90726             3.75820
118.6515            -1.90658             4.06236
118.7522            -1.90591             4.24755
118.8529            -1.90522             4.27572
118.9536            -1.90454             4.13592
119.0544            -1.90385             3.86061
119.1551            -1.90316             3.27011
119.2558            -1.90247             2.17617
119.3565            -1.90178             0.66194
119.4573            -1.90108            -1.03610
119.5580            -1.90039            -2.63641
119.6587            -1.89970            -3.95301
119.7594            -1.89901            -4.91397
119.8602            -1.89832            -5.58239
119.9609            -1.89763            -6.04933
120.0616            -1.89694            -6.49997
120.1623            -1.89626            -7.05286
120.2630            -1.89558            -7.66377
120.3638            -1.89490            -8.19426
120.4645            -1.89422            -8.44538
120.5652            -1.89355            -8.27049
120.6659            -1.89287            -7.62826
120.7667            -1.89220            -6.61896
120.8674            -1.89153            -5.44492
120.9681            -1.89087            -4.29794
121.0688            -1.89021            -3.23056
121.1696            -1.88955            -2.08758
121.2703            -1.88889            -0.81194
121.3710            -1.88822             0.42964
121.4717            -1.88756             1.55525
121.5724            -1.88689             2.47616
121.6732            -1.88622             3.18268
121.7739            -1.88555             3.66819
121.8746            -1.88488             4.00294
121.9753            -1.88421             4.22864
122.0761            -1.88354             4.30774
122.1768            -1.88287             4.21440
122.2775            -1.88220             3.98508
122.3782            -1.88151             3.52032
122.4789            -1.88083             2.57991
122.5797            -1.88015             1.17331
122.6804            -1.87947            -0.50075
122.7811            -1.87879            -2.15491
122.8818            -1.87811            -3.57130
122.9826            -1.87743            -4.63708
123.0833            -1.87675            -5.38524
123.1840            -1.87607            -5.89857
123.2847            -1.87540            -6.33268
123.3855            -1.87472            -6.85448
123.4862            -1.87405            -7.45768
123.5869            -1.87338            -8.03317
123.6876            -1.87271            -8.38761
123.7883            -1.87205            -8.35167
123.8891            -1.87138            -7.84615
123.9898            -1.87072            -6.92961
124.0905            -1.87006            -5.78164
124.1912            -1.86941            -4.61248
124.2920            -1.86876            -3.52881
124.3927            -1.86811            -2.42943
124.4934            -1.86746            -1.17867
124.5941            -1.86681             0.08595
124.6948            -1.86615             1.25509
124.7956            -1.86549             2.24346
124.8963            -1.86483             3.01387
124.9970            -1.86417             3.56456
125.0977            -1.86351             3.93384
125.1985            -1.86286             4.19597
125.2992            -1.86220             4.32291
125.3999            -1.86153             4.28117
125.5006            -1.86087             4.08954
125.6014            -1.86020             3.72411
125.7021            -1.85952             2.93991
125.8028            -1.85885             1.65899
125.9035            -1.85817             0.03691
126.0042            -1.85750            -1.65169
126.1050            -1.85683            -3.15664
126.2057            -1.85615            -4.33161
126.3064            -1.85548            -5.16643
126.4071            -1.85481            -5.74055
126.5079            -1.85414            -6.17544
126.6086            -1.85347            -6.66419
126.7093            -1.85281            -7.25027
126.8100            -1.85214            -7.85188
126.9108            -1.85148            -8.29408
127.0115            -1.85082            -8.38930
127.1122            -1.85016            -8.02606
127.2129            -1.84950            -7.21915
127.3136            -1.84884            -6.11748
127.4144            -1.84820            -4.93662
127.5151            -1.84755            -3.82671
127.6158            -1.84690            -2.75450
127.7165            -1.84626            -1.54556
127.8173            -1.84561            -0.26637
127.9180            -1.84496             0.93768
128.0187            -1.84430             1.99055
128.1194            -1.84364             2.82467
128.2201            -1.84299             3.44358
128.3209            -1.84233             3.85606
128.4216            -1.84167             4.15058
128.5223            -1.84102             4.32231
128.6230            -1.84036             4.33387
128.7238            -1.83969             4.18084
128.8245            -1.83903             3.88762
128.9252            -1.83835             3.25309
129.0259            -1.83768             2.11252
129.1267            -1.83701             0.56876
129.2274            -1.83634            -1.13113
129.3281            -1.83567            -2.71102
129.4288            -1.83499            -3.99455
129.5295            -1.83432            -4.92404
129.6303            -1.83365            -5.56880
129.7310            -1.83298            -6.02487
129.8317            -1.83231            -6.48345
129.9324            -1.83164            -7.04519
130.0332            -1.83098            -7.65616
130.1339            -1.83031            -8.16850
130.2346            -1.82965            -8.38431
130.3353            -1.82899            -8.16467
130.4361            -1.82833            -7.48130
130.5368            -1.82767            -6.44672
130.6375            -1.82702            -5.26844
130.7382            -1.82637            -4.12987
130.8389            -1.82573            -3.06444
130.9397            -1.82508            -1.90576
131.0404            -1.82443            -0.62640
131.1411            -1.82378             0.60690
131.2418            -1.82312             1.71666
131.3426            -1.82246             2.61648
131.4433            -1.82180             3.30244
131.5440            -1.82114             3.76894
131.6447            -1.82049             4.09385
131.7454            -1.81983             4.30724
131.8462            -1.81917             4.37062
131.9469            -1.81850             4.26201
132.0476            -1.81783             4.01958
132.1483            -1.81716             3.51795
132.2491            -1.81648             2.52858
132.3498            -1.81581             1.08607
132.4505            -1.81513            -0.59861
132.5512            -1.81446            -2.23776
132.6520            -1.81378            -3.62389
132.7527            -1.81310            -4.65604
132.8534            -1.81243            -5.37849
132.9541            -1.81175            -5.87542
133.0548            -1.81108            -6.31315
133.1556            -1.81041            -6.84507
133.2563            -1.80974            -7.45188
133.3570            -1.80907            -8.01528
133.4577            -1.80841            -8.33886
133.5585            -1.80774            -8.25990
133.6592            -1.80708            -7.71066
133.7599            -1.80642            -6.76298
133.8606            -1.80576            -5.60474
133.9613            -1.80510            -4.44158
134.0621            -1.80445            -3.36450
134.1628            -1.80380            -2.25278
134.2635            -1.80315            -0.99217
134.3642            -1.80249             0.26593
134.4650            -1.80183             1.42241
134.5657            -1.80117             2.38972
134.6664            -1.80051             3.14017
134.7671            -1.79984             3.66984
134.8679            -1.79918             4.02749
134.9686            -1.79852             4.27870
135.0693            -1.79786             4.39089
135.1700            -1.79719             4.33262
135.2707            -1.79652             4.12938
135.3715            -1.79584             3.73580
135.4722            -1.79516             2.90269
135.5729            -1.79448             1.58058
135.6736            -1.79380            -0.06085
135.7744            -1.79312            -1.74089
135.8751            -1.79244            -3.21944
135.9758            -1.79176            -4.35985
136.0765            -1.79108            -5.16666
136.1773            -1.79040            -5.72037
136.2780            -1.78972            -6.15294
136.3787            -1.78905            -6.65198
136.4794            -1.78837            -7.24435
136.5801            -1.78770            -7.83963
136.6809            -1.78703            -8.25610
136.7816            -1.78636            -8.31107
136.8823            -1.78569            -7.90281
136.9830            -1.78502            -7.05974
137.0838            -1.78436            -5.94132
137.1845            -1.78370            -4.76270
137.2852            -1.78304            -3.66169
137.3859            -1.78238            -2.58300
137.4866            -1.78173            -1.35955
137.5874            -1.78106            -0.08359
137.6881            -1.78040             1.11019
137.7888            -1.77973             2.14349
137.8895            -1.77906             2.95740
137.9903            -1.77839             3.55492
138.0910            -1.77772             3.95265
138.1917            -1.77705             4.23743
138.2924            -1.77638             4.39536
138.3932            -1.77571             4.39029
138.4939            -1.77503             4.22458
138.5946            -1.77434             3.91143
138.6953            -1.77365             3.23115
138.7960            -1.77296             2.04516
138.8968            -1.77228             0.47408
138.9975            -1.77159            -1.22491
139.0982            -1.77090            -2.78289
139.1989            -1.77020            -4.03262
139.2997            -1.76951            -4.93150
139.4004            -1.76882            -5.55315
139.5011            -1.76813            -6.00038
139.6018            -1.76744            -6.46768
139.7025            -1.76675            -7.03781
139.8033            -1.76606            -7.64739
139.9040            -1.76538            -8.13976
140.0047            -1.76469            -8.31888
140.1054            -1.76401            -8.05430
140.2062            -1.76332            -7.33072
140.3069            -1.76264            -6.27290
140.4076            -1.76196            -5.09198
140.5083            -1.76128            -3.96230
140.6091            -1.76061            -2.89682
140.7098            -1.75993            -1.72215
140.8105            -1.75925            -0.44083
140.9112            -1.75857             0.78373
141.0119            -1.75788             1.87678
141.1127            -1.75719             2.75567
141.2134            -1.75650             3.42097
141.3141            -1.75581             3.86934
141.4148            -1.75512             4.18481
141.5156            -1.75443             4.38547
141.6163            -1.75373             4.43298
141.7170            -1.75303             4.30966
141.8177            -1.75233             4.05316
141.9185            -1.75162             3.51210
142.0192            -1.75091             2.47446
142.1199            -1.75019             0.99786
142.2206            -1.74948            -0.69448
142.3213            -1.74877            -2.31686
142.4221            -1.74806            -3.67155
142.5228            -1.74735            -4.67070
142.6235            -1.74663            -5.36792
142.7242            -1.74592            -5.85014
142.8250            -1.74521            -6.29291
142.9257            -1.74451            -6.83477
143.0264            -1.74380            -7.44407
143.1271            -1.74309            -7.99362
143.2278            -1.74239            -8.28477
143.3286            -1.74169            -8.16224
143.4293            -1.74099            -7.56982
143.5300            -1.74029            -6.59285
143.6307            -1.73960            -5.42612
143.7315            -1.73891            -4.26992
143.8322            -1.73822            -3.19796
143.9329            -1.73754            -2.07251
144.0336            -1.73685            -0.80363
144.1344            -1.73616             0.44728
144.2351            -1.73548             1.59042
144.3358            -1.73478             2.53649
144.4365            -1.73409             3.26708
144.5372            -1.73340             3.77610
144.6380            -1.73272             4.12300
144.7387            -1.73203             4.36267
144.8394            -1.73134             4.45993
144.9401            -1.73065             4.38519
145.0409            -1.72996             4.17028
145.1416            -1.72926             3.74557
145.2423            -1.72856             2.86333
145.3430            -1.72785             1.50143
145.4438            -1.72715            -0.15646
145.5445            -1.72645            -1.82586
145.6452            -1.72574            -3.27644
145.7459            -1.72502            -4.38248
145.8466            -1.72430            -5.16182
145.9474            -1.72358            -5.69634
146.0481            -1.72284            -6.12845
146.1488            -1.72210            -6.63815
146.2495            -1.72134            -7.23605
146.3503            -1.72055            -7.82363
146.4510            -1.71975            -8.21272
146.5517            -1.71891            -8.22680
146.6524            -1.71803            -7.77370
146.7531            -1.71710            -6.89610
146.8539            -1.71612            -5.76265
146.9546            -1.71506            -4.58746
147.0553            -1.71391            -3.49428
147.1560            -1.71265            -2.40680
147.2568            -1.71125            -1.16930
147.3575            -1.70967             0.10244
147.4582            -1.70788             1.28583
147.5589            -1.70583             2.29884
147.6597            -1.70348             3.09277
147.7604            -1.70075             3.66824
147.8611            -1.69757             4.05180
147.9618            -1.69385             4.32542
148.0625            -1.68945             4.46841
148.1633            -1.68424             4.44531
148.2640            -1.67804             4.26664
148.3647            -1.67066             3.93012
148.4654            -1.66193             3.20244
148.5662            -1.65166             1.97196
148.6669            -1.63970             0.37657
148.7676            -1.62594            -1.31835
148.8683            -1.61029            -2.85151
148.9690            -1.59276            -4.06584
149.0698            -1.57341            -4.93332
149.1705            -1.55240            -5.53163
149.2712            -1.52998            -5.97103
149.3719            -1.50649            -6.44763
149.4727            -1.48236            -7.02533
149.5734            -1.45811            -7.63254
149.6741            -1.43429            -8.10295
149.7748            -1.41151            -8.24406
149.8756            -1.39034            -7.93282
149.9763            -1.37133            -7.16787
150.0770            -1.35498            -6.08447
150.1777            -1.34166            -4.89709
150.2784            -1.33168            -3.76905
150.3792            -1.32521            -2.69328
150.4799            -1.32231            -1.49282
150.5806            -1.32300            -0.20109
150.6813            -1.32722             1.02602
150.7821            -1.33493             2.11372
150.8828            -1.34605             2.98647
150.9835            -1.36053             3.64729
151.0842            -1.37834             4.09897
151.1850            -1.39949             4.42970
151.2857            -1.42406             4.64863
151.3864            -1.45220             4.71880
151.4871            -1.48420             4.63062
151.5878            -1.52051             4.41929
151.6886            -1.56169             3.91206
151.7893            -1.60846             2.91895
151.8900            -1.66158             1.52242
151.9907            -1.72185            -0.03975
152.0915            -1.79001            -1.48159
152.1922            -1.86667            -2.60957
152.2929            -1.95229            -3.34427
152.3936            -2.04709            -3.73823
152.4943            -2.15098            -3.90565
152.5951            -2.26353            -3.97170
152.6958            -2.38399            -3.97989
152.7965            -2.51126            -3.88903
152.8972            -2.64398            -3.58220
152.9980            -2.78062            -2.96606
153.0987            -2.91953            -2.01274
153.1994            -3.05908            -0.83563
153.3001            -3.19774             0.34853
153.4009            -3.33414             1.22828
153.5016            -3.46721             1.57254
153.6023            -3.59616             1.29360
153.7030            -3.72054             0.66323
153.8037            -3.84023            -0.21821
153.9045            -3.95539            -1.63130
154.0052            -4.06637            -3.57530
154.1059            -4.17371            -6.01672
154.2066            -4.27805            -8.72967
154.3074            -4.38010           -11.42184
154.4081            -4.48059           -13.73743
154.5088            -4.58018           -15.37907
154.6095            -4.67945           -16.12492
154.7102            -4.77877           -15.88856
154.8110            -4.87824           -14.68885
154.9117            -4.97763           -12.68319
155.0124            -5.07628           -10.12120
155.1131            -5.17320            -7.34761
155.2139            -5.26706            -4.69226
155.3146            -5.35639            -2.44409
155.4153            -5.43961            -0.74024
155.5160            -5.51524             0.40037
155.6168            -5.58197             1.07315
155.7175            -5.63879             1.49856
155.8182            -5.68510             1.62761
155.9189            -5.72077             1.42439
156.0196            -5.74619             0.94067
156.1204            -5.76222             0.20298
156.2211            -5.77013            -1.02218
156.3218            -5.77153            -2.79410
156.4225            -5.76821            -5.09238
156.5233            -5.76210            -7.74800
156.6240            -5.75507           -10.47052
156.7247            -5.74886           -12.92058
156.8254            -5.74495           -14.77026
156.9262            -5.74451           -15.78110
157.0269            -5.74831           -15.82270
157.1276            -5.75669           -14.89206
157.2283            -5.76954           -13.10352
157.3290            -5.78635           -10.69160
157.4298            -5.80622            -7.97343
157.5305            -5.82794            -5.29705
157.6312            -5.85006            -2.95356
157.7319            -5.87103            -1.13466
157.8327            -5.88930             0.13814
157.9334            -5.90343             0.90235
158.0341            -5.91223             1.39699
158.1348            -5.91487             1.61794
158.2355            -5.91097             1.50703
158.3363            -5.90069             1.09233
158.4370            -5.88466             0.43892
158.5377            -5.86397            -0.65497
158.6384            -5.84005            -2.30680
158.7392            -5.81457            -4.49616
158.8399            -5.78929            -7.10498
158.9406            -5.76598            -9.84756
159.0413            -5.74623           -12.40099
159.1421            -5.73139           -14.41514
159.2428            -5.72243           -15.63665
159.3435            -5.71994           -15.89936
159.4442            -5.72402           -15.18049
159.5449            -5.73432           -13.55929
159.6457            -5.75006           -11.25520
159.7464            -5.77007            -8.56165
159.8471            -5.79284            -5.83965
159.9478            -5.81668            -3.38596
160.0486            -5.83981            -1.43792
160.1493            -5.86049            -0.03279
160.2500            -5.87715             0.82925
160.3507            -5.88849             1.37245
160.4515            -5.89361             1.65951
160.5522            -5.89207             1.61474
160.6529            -5.88395             1.24848
160.7536            -5.86979             0.64160
160.8543            -5.85061            -0.34669
160.9551            -5.82778            -1.89289
161.0558            -5.80292            -3.97731
161.1565            -5.77779            -6.52815
161.2572            -5.75417            -9.27363
161.3580            -5.73372           -11.90704
161.4587            -5.71785           -14.06559
161.5594            -5.70764           -15.48039
161.6601            -5.70378           -15.95534
161.7608            -5.70648           -15.44549
161.8616            -5.71550           -13.99951
161.9623            -5.73017           -11.81699
162.0630            -5.74939            -9.16944
162.1637            -5.77173            -6.42061
162.2645            -5.79554            -3.87596
162.3652            -5.81905            -1.80472
162.4659            -5.84048            -0.27408
162.5666            -5.85823             0.69772
162.6674            -5.87093             1.29358
162.7681            -5.87757             1.64769
162.8688            -5.87763             1.67944
162.9695            -5.87104             1.38104
163.0702            -5.85826             0.82986
163.1710            -5.84021            -0.04421
163.2717            -5.81818            -1.46218
163.3724            -5.79375            -3.42124
163.4731            -5.76867            -5.88218
163.5739            -5.74471            -8.60408
163.6746            -5.72358           -11.29022
163.7753            -5.70676           -13.57929
163.8760            -5.69540           -15.18087
163.9767            -5.69028           -15.87748
164.0775            -5.69172           -15.59338
164.1782            -5.69959           -14.35313
164.2789            -5.71330           -12.32593
164.3796            -5.73185            -9.76598
164.4804            -5.75387            -7.02473
164.5811            -5.77775            -4.42260
164.6818            -5.80171            -2.24400
164.7825            -5.82400            -0.60138
164.8833            -5.84295             0.48456
