#Distance(A)    Macroscopic-Average    Planar-Average
 27.2959             6.98658             7.72971
 27.3966             6.89863             7.72877
 27.4973             6.80320             7.72726
 27.5981             6.69993             7.72550
 27.6988             6.58849             7.72284
 27.7995             6.46864             7.71958
 27.9002             6.34015             7.71485
 28.0009             6.20294             7.70886
 28.1017             6.05699             7.70038
 28.2024             5.90241             7.68945
 28.3031             5.73945             7.67421
 28.4038             5.56845             7.65429
 28.5046             5.38982             7.62677
 28.6053             5.20398             7.59049
 28.7060             5.01141             7.54062
 28.8067             4.81257             7.47449
 28.9074             4.60793             7.38390
 29.0082             4.39797             7.26343
 29.1089             4.18319             7.09869
 29.2096             3.96407             6.87983
 29.3103             3.74107             6.58247
 29.4111             3.51460             6.23365
 29.5118             3.28504             5.72796
 29.6125             3.05271             4.88525
 29.7132             2.81792             3.72850
 29.8140             2.58103             2.41943
 29.9147             2.34248             1.17685
 30.0154             2.10283             0.16103
 30.1161             1.86272            -0.55288
 30.2168             1.62289            -0.99370
 30.3176             1.38414            -1.24676
 30.4183             1.14733            -1.41498
 30.5190             0.91334            -1.54688
 30.6197             0.68307            -1.62424
 30.7205             0.45738            -1.56312
 30.8212             0.23709            -1.28883
 30.9219             0.02297            -0.74654
 31.0226            -0.18435             0.02579
 31.1234            -0.38431             0.73878
 31.2241            -0.57648             1.06503
 31.3248            -0.76055             0.79903
 31.4255            -0.93637            -0.10363
 31.5262            -1.10391            -1.41940
 31.6270            -1.26327            -2.87331
 31.7277            -1.41457            -4.35096
 31.8284            -1.55800            -5.72055
 31.9291            -1.69368            -6.86875
 32.0299            -1.82178            -7.71519
 32.1306            -1.94244            -8.20489
 32.2313            -2.05583            -8.31154
 32.3320            -2.16214            -8.02818
 32.4327            -2.26156            -7.37609
 32.5335            -2.35429            -6.39507
 32.6342            -2.44051            -5.16047
 32.7349            -2.52034            -3.76735
 32.8356            -2.59390            -2.35497
 32.9364            -2.66128            -1.02721
 33.0371            -2.72258            -0.00072
 33.1378            -2.77801             0.43658
 33.2385            -2.82784             0.24117
 33.3393            -2.87242            -0.42884
 33.4400            -2.91215            -1.28573
 33.5407            -2.94744            -1.99603
 33.6414            -2.97870            -2.43830
 33.7421            -3.00639            -2.66361
 33.8429            -3.03093            -2.73506
 33.9436            -3.05273            -2.74980
 34.0443            -3.07220            -2.75245
 34.1450            -3.08967            -2.72727
 34.2458            -3.10546            -2.58915
 34.3465            -3.11984            -2.25827
 34.4472            -3.13300            -1.67600
 34.5479            -3.14511            -0.86140
 34.6486            -3.15628            -0.08295
 34.7494            -3.16658             0.32543
 34.8501            -3.17604             0.14985
 34.9508            -3.18470            -0.67264
 35.0515            -3.19263            -1.93774
 35.1523            -3.19994            -3.35890
 35.2530            -3.20673            -4.81172
 35.3537            -3.21311            -6.16852
 35.4544            -3.21913            -7.30968
 35.5552            -3.22480            -8.15457
 35.6559            -3.23015            -8.64399
 35.7566            -3.23518            -8.75178
 35.8573            -3.23991            -8.46786
 35.9580            -3.24438            -7.81360
 36.0588            -3.24862            -6.82560
 36.1595            -3.25267            -5.57865
 36.2602            -3.25654            -4.16403
 36.3609            -3.26023            -2.72113
 36.4617            -3.26367            -1.35494
 36.5624            -3.26683            -0.26586
 36.6631            -3.26968             0.24988
 36.7638            -3.27225             0.12376
 36.8646            -3.27460            -0.49773
 36.9653            -3.27679            -1.33838
 37.0660            -3.27886            -2.05793
 37.1667            -3.28086            -2.51142
 37.2674            -3.28282            -2.74426
 37.3682            -3.28477            -2.81790
 37.4689            -3.28672            -2.82877
 37.5696            -3.28869            -2.82850
 37.6703            -3.29067            -2.80611
 37.7711            -3.29267            -2.68175
 37.8718            -3.29467            -2.37108
 37.9725            -3.29667            -1.81548
 38.0732            -3.29863            -1.01701
 38.1739            -3.30053            -0.22426
 38.2747            -3.30232             0.22381
 38.3754            -3.30396             0.10213
 38.4761            -3.30541            -0.66961
 38.5768            -3.30668            -1.91036
 38.6776            -3.30781            -3.32471
 38.7783            -3.30888            -4.77827
 38.8790            -3.30994            -6.14778
 38.9797            -3.31100            -7.30889
 39.0805            -3.31207            -8.17984
 39.1812            -3.31313            -8.69813
 39.2819            -3.31415            -8.83633
 39.3826            -3.31515            -8.58184
 39.4833            -3.31613            -7.95460
 39.5841            -3.31710            -6.98873
 39.6848            -3.31809            -5.75690
 39.7855            -3.31909            -4.34756
 39.8862            -3.32008            -2.89814
 39.9870            -3.32099            -1.51659
 40.0877            -3.32177            -0.38659
 40.1884            -3.32238             0.18994
 40.2891            -3.32284             0.11949
 40.3899            -3.32318            -0.46461
 40.4906            -3.32347            -1.29740
 40.5913            -3.32373            -2.03513
 40.6920            -3.32401            -2.50864
 40.7927            -3.32432            -2.75659
 40.8935            -3.32470            -2.83886
 40.9942            -3.32515            -2.85061
 41.0949            -3.32567            -2.84998
 41.1956            -3.32627            -2.83109
 41.2964            -3.32695            -2.71957
 41.3971            -3.32768            -2.42750
 41.4978            -3.32846            -1.89603
 41.5985            -3.32924            -1.11316
 41.6992            -3.33001            -0.30586
 41.8000            -3.33073             0.18276
 41.9007            -3.33133             0.11663
 42.0014            -3.33178            -0.60132
 42.1021            -3.33209            -1.81416
 42.2029            -3.33229            -3.22085
 42.3036            -3.33246            -4.67463
 42.4043            -3.33264            -6.05725
 42.5050            -3.33286            -7.23956
 42.6058            -3.33312            -8.13867
 42.7065            -3.33340            -8.68848
 42.8072            -3.33368            -8.86034
 42.9079            -3.33396            -8.63890
 43.0086            -3.33425            -8.04266
 43.1094            -3.33456            -7.10310
 43.2101            -3.33490            -5.89070
 43.3108            -3.33529            -4.49113
 43.4115            -3.33570            -3.03927
 43.5123            -3.33605            -1.64657
 43.6130            -3.33630            -0.48112
 43.7137            -3.33641             0.15315
 43.8144            -3.33637             0.13712
 43.9151            -3.33624            -0.40949
 44.0159            -3.33605            -1.23342
 44.1166            -3.33586            -1.98949
 44.2173            -3.33570            -2.48503
 44.3180            -3.33558            -2.74957
 44.4188            -3.33553            -2.84237
 44.5195            -3.33556            -2.85615
 44.6202            -3.33569            -2.85585
 44.7209            -3.33590            -2.84017
 44.8217            -3.33619            -2.74110
 44.9224            -3.33655            -2.46722
 45.0231            -3.33696            -1.95966
 45.1238            -3.33740            -1.19408
 45.2245            -3.33783            -0.37505
 45.3253            -3.33821             0.15256
 45.4260            -3.33849             0.14108
 45.5267            -3.33864            -0.52170
 45.6274            -3.33864            -1.70405
 45.7282            -3.33854            -3.10206
 45.8289            -3.33841            -4.55530
 45.9296            -3.33829            -5.94997
 46.0303            -3.33822            -7.15307
 46.1311            -3.33820            -8.07982
 46.2318            -3.33820            -8.66125
 46.3325            -3.33822            -8.86671
 46.4332            -3.33824            -8.67883
 46.5339            -3.33827            -8.11388
 46.6347            -3.33833            -7.20154
 46.7354            -3.33843            -6.00927
 46.8361            -3.33858            -4.62091
 46.9368            -3.33876            -3.16753
 47.0376            -3.33890            -1.76521
 47.1383            -3.33895            -0.56729
 47.2390            -3.33885             0.12325
 47.3397            -3.33862             0.16218
 47.4404            -3.33830            -0.34576
 47.5412            -3.33792            -1.15861
 47.6419            -3.33755            -1.93225
 47.7426            -3.33720            -2.45086
 47.8433            -3.33690            -2.73307
 47.9441            -3.33668            -2.83766
 48.0448            -3.33654            -2.85449
 48.1455            -3.33650            -2.85470
 48.2462            -3.33655            -2.84193
 48.3470            -3.33669            -2.75450
 48.4477            -3.33690            -2.49845
 48.5484            -3.33717            -2.01415
 48.6491            -3.33748            -1.26742
 48.7498            -3.33778            -0.43922
 48.8506            -3.33804             0.12559
 48.9513            -3.33822             0.16805
 49.0520            -3.33826            -0.43852
 49.1527            -3.33816            -1.58762
 49.2535            -3.33796            -2.97600
 49.3542            -3.33772            -4.42787
 49.4549            -3.33750            -5.83374
 49.5556            -3.33733            -7.05723
 49.6563            -3.33721            -8.01141
 49.7571            -3.33712            -8.62453
 49.8578            -3.33705            -8.86387
 49.9585            -3.33698            -8.71003
 50.0592            -3.33692            -8.17708
 50.1600            -3.33690            -7.29286
 50.2607            -3.33692            -6.12179
 50.3614            -3.33699            -4.74603
 50.4621            -3.33709            -3.29249
 50.5629            -3.33716            -1.88179
 50.6636            -3.33715            -0.65443
 50.7643            -3.33700             0.09105
 50.8650            -3.33671             0.18553
 50.9657            -3.33633            -0.28202
 51.0665            -3.33589            -1.08120
 51.1672            -3.33545            -1.87074
 51.2679            -3.33503            -2.41299
 51.3686            -3.33467            -2.71330
 51.4694            -3.33438            -2.83057
 51.5701            -3.33417            -2.85099
 51.6708            -3.33406            -2.85183
 51.7715            -3.33405            -2.84137
 51.8723            -3.33412            -2.76476
 51.9730            -3.33427            -2.52595
 52.0737            -3.33449            -2.06441
 52.1744            -3.33473            -1.33774
 52.2751            -3.33498            -0.50318
 52.3759            -3.33520             0.09709
 52.4766            -3.33534             0.19243
 52.5773            -3.33534            -0.35699
 52.6780            -3.33520            -1.47020
 52.7788            -3.33496            -2.84761
 52.8795            -3.33468            -4.29746
 52.9802            -3.33440            -5.71332
 53.0809            -3.33418            -6.95671
 53.1816            -3.33401            -7.93768
 53.2824            -3.33388            -8.58246
 53.3831            -3.33376            -8.85548
 53.4838            -3.33365            -8.73602
 53.5845            -3.33355            -8.23522
 53.6853            -3.33348            -7.37985
 53.7860            -3.33346            -6.23059
 53.8867            -3.33349            -4.86864
 53.9874            -3.33355            -3.41586
 54.0882            -3.33359            -1.99784
 54.1889            -3.33355            -0.74363
 54.2896            -3.33338             0.05527
 54.3903            -3.33307             0.20615
 54.4910            -3.33266            -0.21944
 54.5918            -3.33219            -1.00213
 54.6925            -3.33172            -1.80573
 54.7932            -3.33127            -2.37185
 54.8939            -3.33087            -2.69079
 54.9947            -3.33054            -2.82142
 55.0954            -3.33030            -2.84618
 55.1961            -3.33015            -2.84762
 55.2968            -3.33010            -2.83917
 55.3976            -3.33014            -2.77248
 55.4983            -3.33027            -2.55065
 55.5990            -3.33045            -2.11126
 55.6997            -3.33067            -1.40595
 55.8004            -3.33090            -0.56783
 55.9012            -3.33110             0.06574
 56.0019            -3.33122             0.21292
 56.1026            -3.33121            -0.27885
 56.2033            -3.33107            -1.35345
 56.3041            -3.33081            -2.71858
 56.4048            -3.33050            -4.16561
 56.5055            -3.33021            -5.59036
 56.6062            -3.32996            -6.85299
 56.7069            -3.32977            -7.86024
 56.8077            -3.32961            -8.53639
 56.9084            -3.32947            -8.84300
 57.0091            -3.32934            -8.75800
 57.1098            -3.32923            -8.28967
 57.2106            -3.32914            -7.46359
 57.3113            -3.32909            -6.33686
 57.4120            -3.32910            -4.98963
 57.5127            -3.32914            -3.53879
 57.6135            -3.32917            -2.11417
 57.7142            -3.32913            -0.83574
 57.8149            -3.32895             0.01502
 57.9156            -3.32864             0.22284
 58.0163            -3.32822            -0.15908
 58.1171            -3.32774            -0.92268
 58.2178            -3.32725            -1.73812
 58.3185            -3.32678            -2.32837
 58.4192            -3.32637            -2.66633
 58.5200            -3.32602            -2.81104
 58.6207            -3.32576            -2.84078
 58.7214            -3.32559            -2.84299
 58.8221            -3.32552            -2.83610
 58.9228            -3.32554            -2.77853
 59.0236            -3.32565            -2.57316
 59.1243            -3.32581            -2.15544
 59.2250            -3.32602            -1.47236
 59.3257            -3.32624            -0.63356
 59.4265            -3.32644             0.03127
 59.5272            -3.32656             0.22899
 59.6279            -3.32656            -0.20470
 59.7286            -3.32642            -1.23821
 59.8294            -3.32616            -2.58937
 59.9301            -3.32585            -4.03304
 60.0308            -3.32555            -5.46539
 60.1315            -3.32529            -6.74669
 60.2322            -3.32509            -7.77950
 60.3330            -3.32493            -8.48690
 60.4337            -3.32478            -8.82684
 60.5344            -3.32465            -8.77650
 60.6351            -3.32453            -8.34075
 60.7359            -3.32444            -7.54457
 60.8366            -3.32438            -6.44092
 60.9373            -3.32439            -5.10945
 61.0380            -3.32443            -3.66156
 61.1388            -3.32447            -2.23117
 61.2395            -3.32443            -0.93087
 61.3402            -3.32427            -0.03019
 61.4409            -3.32397             0.23519
 61.5416            -3.32356            -0.10162
 61.6424            -3.32309            -0.84341
 61.7431            -3.32260            -1.66848
 61.8438            -3.32214            -2.28277
 61.9445            -3.32172            -2.64033
 62.0453            -3.32137            -2.79966
 62.1460            -3.32110            -2.83525
 62.2467            -3.32094            -2.83823
 62.3474            -3.32086            -2.83275
 62.4481            -3.32088            -2.78337
 62.5489            -3.32099            -2.59416
 62.6496            -3.32116            -2.19747
 62.7503            -3.32137            -1.53750
 62.8510            -3.32160            -0.70073
 62.9518            -3.32181            -0.00702
 63.0525            -3.32194             0.24004
 63.1532            -3.32196            -0.13554
 63.2539            -3.32184            -1.12540
 63.3547            -3.32160            -2.46093
 63.4554            -3.32130            -3.90053
 63.5561            -3.32101            -5.33939
 63.6568            -3.32075            -6.63864
 63.7575            -3.32056            -7.69649
 63.8583            -3.32040            -8.43477
 63.9590            -3.32027            -8.80794
 64.0597            -3.32014            -8.79226
 64.1604            -3.32003            -8.38937
 64.2612            -3.31994            -7.62340
 64.3619            -3.31990            -6.54357
 64.4626            -3.31990            -5.22859
 64.5633            -3.31996            -3.78492
 64.6640            -3.32001            -2.34928
 64.7648            -3.31999            -1.02947
 64.8655            -3.31985            -0.08080
 64.9662            -3.31958             0.24243
 65.0669            -3.31918            -0.04767
 65.1677            -3.31873            -0.76517
 65.2684            -3.31825            -1.59731
 65.3691            -3.31780            -2.23557
 65.4698            -3.31738            -2.61313
 65.5706            -3.31704            -2.78772
 65.6713            -3.31678            -2.82987
 65.7720            -3.31662            -2.83387
 65.8727            -3.31655            -2.82947
 65.9734            -3.31657            -2.78749
 66.0742            -3.31668            -2.61389
 66.1749            -3.31686            -2.23780
 66.2756            -3.31708            -1.60137
 66.3763            -3.31733            -0.76941
 66.4771            -3.31755            -0.04911
 66.5778            -3.31771             0.24582
 66.6785            -3.31775            -0.07161
 66.7792            -3.31766            -1.01558
 66.8800            -3.31744            -2.33345
 66.9807            -3.31716            -3.76850
 67.0814            -3.31687            -5.21256
 67.1821            -3.31663            -6.52914
 67.2828            -3.31645            -7.61130
 67.3836            -3.31630            -8.38025
 67.4843            -3.31618            -8.78638
 67.5850            -3.31607            -8.80548
 67.6857            -3.31597            -8.43556
 67.7865            -3.31590            -7.70029
 67.8872            -3.31586            -6.64481
 67.9879            -3.31588            -5.34721
 68.0886            -3.31594            -3.90883
 68.1893            -3.31601            -2.46868
 68.2901            -3.31602            -1.13138
 68.3908            -3.31591            -0.13702
 68.4915            -3.31566             0.24439
 68.5922            -3.31529             0.00231
 68.6930            -3.31486            -0.68836
 68.7937            -3.31440            -1.52505
 68.8944            -3.31395            -2.18680
 68.9951            -3.31355            -2.58501
 69.0959            -3.31322            -2.77524
 69.1966            -3.31297            -2.82489
 69.2973            -3.31281            -2.82999
 69.3980            -3.31275            -2.82660
 69.4987            -3.31278            -2.79111
 69.5995            -3.31290            -2.63273
 69.7002            -3.31309            -2.27659
 69.8009            -3.31333            -1.66417
 69.9016            -3.31359            -0.83952
 70.0024            -3.31383            -0.09520
 70.1031            -3.31402             0.24629
 70.2038            -3.31409            -0.01333
 70.3045            -3.31403            -0.90913
 70.4053            -3.31384            -2.20730
 70.5060            -3.31358            -3.63706
 70.6067            -3.31331            -5.08524
 70.7074            -3.31308            -6.41826
 70.8081            -3.31291            -7.52419
 70.9089            -3.31278            -8.32333
 71.0096            -3.31268            -8.76232
 71.1103            -3.31259            -8.81609
 71.2110            -3.31251            -8.47945
 71.3118            -3.31245            -7.77510
 71.4125            -3.31243            -6.74474
 71.5132            -3.31247            -5.46517
 71.6139            -3.31255            -4.03341
 71.7146            -3.31264            -2.58926
 71.8154            -3.31268            -1.23651
 71.9161            -3.31261            -0.19872
 72.0168            -3.31239             0.24079
 72.1175            -3.31206             0.04819
 72.2183            -3.31165            -0.61339
 72.3190            -3.31121            -1.45184
 72.4197            -3.31079            -2.13665
 72.5204            -3.31041            -2.55594
 72.6212            -3.31009            -2.76239
 72.7219            -3.30986            -2.82031
 72.8226            -3.30972            -2.82686
 72.9233            -3.30967            -2.82424
 73.0240            -3.30972            -2.79454
 73.1248            -3.30986            -2.65073
 73.2255            -3.31008            -2.31418
 73.3262            -3.31034            -1.72581
 73.4269            -3.31062            -0.91104
 73.5277            -3.31090            -0.14518
 73.6284            -3.31111             0.24124
 73.7291            -3.31123             0.03911
 73.8298            -3.31120            -0.80663
 73.9305            -3.31105            -2.08274
 74.0313            -3.31082            -3.50672
 74.1320            -3.31058            -4.95778
 74.2327            -3.31038            -6.30652
 74.3334            -3.31023            -7.43552
 74.4342            -3.31013            -8.26458
 74.5349            -3.31005            -8.73618
 74.6356            -3.30999            -8.82466
 74.7363            -3.30994            -8.52141
 74.8371            -3.30991            -7.84838
 74.9378            -3.30992            -6.84368
 75.0385            -3.30998            -5.58289
 75.1392            -3.31009            -4.15888
 75.2399            -3.31022            -2.71145
 75.3407            -3.31030            -1.34491
 75.4414            -3.31027            -0.26630
 75.5421            -3.31010             0.23127
 75.6428            -3.30980             0.08929
 75.7436            -3.30943            -0.54082
 75.8443            -3.30903            -1.37834
 75.9450            -3.30864            -2.08529
 76.0457            -3.30829            -2.52634
 76.1465            -3.30801            -2.74931
 76.2472            -3.30780            -2.81646
 76.3479            -3.30769            -2.82462
 76.4486            -3.30767            -2.82281
 76.5493            -3.30776            -2.79805
 76.6501            -3.30793            -2.66832
 76.7508            -3.30817            -2.35077
 76.8515            -3.30847            -1.78659
 76.9522            -3.30879            -0.98392
 77.0530            -3.30911            -0.19929
 77.1537            -3.30938             0.23059
 77.2544            -3.30955             0.08525
 77.3551            -3.30958            -0.70853
 77.4558            -3.30948            -1.96029
 77.5566            -3.30930            -3.37767
 77.6573            -3.30910            -4.83068
 77.7580            -3.30894            -6.19414
 77.8587            -3.30883            -7.34573
 77.9595            -3.30878            -8.20413
 78.0602            -3.30875            -8.70830
 78.1609            -3.30874            -8.83132
 78.2616            -3.30873            -8.56180
 78.3624            -3.30875            -7.92025
 78.4631            -3.30880            -6.94200
 78.5638            -3.30891            -5.70058
 78.6645            -3.30907            -4.28566
 78.7652            -3.30925            -2.83553
 78.8660            -3.30939            -1.45691
 78.9667            -3.30942            -0.33998
 79.0674            -3.30932             0.21513
 79.1681            -3.30909             0.12509
 79.2689            -3.30878            -0.47158
 79.3696            -3.30844            -1.30528
 79.4703            -3.30811            -2.03354
 79.5710            -3.30781            -2.49680
 79.6717            -3.30757            -2.73683
 79.7725            -3.30742            -2.81401
 79.8732            -3.30736            -2.82428
 79.9739            -3.30740            -2.82309
 80.0746            -3.30753            -2.80269
 80.1754            -3.30776            -2.68629
 80.2761            -3.30806            -2.38742
 80.3768            -3.30842            -1.84714
 80.4775            -3.30881            -1.05883
 80.5783            -3.30919            -0.25805
 80.6790            -3.30953             0.21351
 80.7797            -3.30978             0.12441
 80.8804            -3.30989            -0.61594
 80.9811            -3.30987            -1.84070
 81.0819            -3.30976            -3.25084
 81.1826            -3.30963            -4.70465
 81.2833            -3.30954            -6.08199
 81.3840            -3.30950            -7.25548
 81.4848            -3.30951            -8.14287
 81.5855            -3.30955            -8.67933
